balls_faced,total_runs,total_extras_seen,avg_runs_per_ball,boundary_rate,dot_ball_rate
-0.5154395521641393,-0.7467789843583683,-0.6311714336496683,-1.2320741164487965,-0.8072829324593204,1.3358618434442524
-0.7049855302565967,-0.6514683850870467,-0.07083286630136554,-0.44184162395039633,-0.8072829324593204,-0.5508030973042937
-0.7049855302565967,-0.6514683850870467,-0.07083286630136554,-0.44184162395039633,-0.8072829324593204,-0.5508030973042937
0.3691083456006621,0.492258806168812,-0.07083286630136554,0.6017189881527544,0.7700065384699903,-0.3341525777924991
1.380020228760435,0.6352247050757944,-0.07083286630136554,-0.12662423082084046,-0.12240724113475132,-0.2581348516480097
-0.9577135010465399,-0.7467789843583683,-0.6311714336496683,0.22361731710088817,-0.8072829324593204,-2.139573573724122
-0.3258935740716818,-0.603813085451386,-0.07083286630136554,-0.835067361844337,-0.8072829324593204,0.7491000197664749
-0.6418035375591109,-0.46084718654440365,-0.07083286630136554,0.5008918758722568,0.6385657492258809,-0.8155981767075985
-0.894531508349054,-0.7944342839940292,-0.6311714336496683,-1.440030035527323,-0.8072829324593204,1.8323526173254487
0.8745642871805486,0.20632700835484732,-0.07083286630136554,-0.27547688868757525,-0.22894345978523983,0.11118460120396798
-0.6418035375591109,-0.3655365872730821,-0.07083286630136554,1.0554409934149938,2.0844144309110826,-0.15361047819933668
0.4322903382981479,0.8258459036184376,-0.6311714336496683,1.0192747466187282,1.4557845693088212,-0.41264914283300436
-0.3890755667691676,-0.46084718654440365,-0.6311714336496683,-0.27547688868757525,-0.8072829324593204,-0.15361047819933668
-0.5786215448616251,-0.46084718654440365,-0.07083286630136554,0.22361731710088817,0.43201593755656653,0.1300985354470611
0.6218363163906053,1.2547436003393846,1.04984426839524,1.3113867399731798,1.1946613960278818,-0.6119096540896717
2.327750119222722,2.9703343872231724,-0.07083286630136554,1.0397462070694443,1.3205698443604101,-0.2660234836064
-0.009983610584252772,0.06336110944786497,-0.6311714336496683,0.43157323617941457,-0.26508967682736984,-1.1465920259617293
0.30592635290317627,0.492258806168812,0.4895057010469373,0.6989451321375201,1.2582151842338245,-0.24818014941480276
-0.8313495156515682,-0.7944342839940292,-0.07083286630136554,-1.440030035527323,-0.8072829324593204,1.8323526173254487
-0.5786215448616251,-0.5561577858157252,-0.6311714336496683,-0.25171049793574357,-0.8072829324593204,-0.4373194918457347
0.6850183090880911,1.4453647988820277,-0.07083286630136554,1.4559486894180815,0.799215602746459,-0.962706554153879
-0.894531508349054,-0.7944342839940292,-0.6311714336496683,-1.440030035527323,-0.8072829324593204,1.8323526173254487
-0.894531508349054,-0.6991236847227076,-0.6311714336496683,0.22361731710088817,-0.8072829324593204,-0.15361047819933668
1.8854761703403216,0.8258459036184376,2.730859970440149,-0.2103776444542974,-0.4301050154979635,-0.32630292128844857
-0.5786215448616251,-0.5561577858157252,-0.07083286630136554,-0.25171049793574357,-0.8072829324593204,-0.4373194918457347
-0.8313495156515682,-0.6991236847227076,-0.6311714336496683,-0.33093180044184894,-0.8072829324593204,-0.8155981767075985
-0.5786215448616251,-0.6991236847227076,-0.6311714336496683,-0.9647022204906912,-0.8072829324593204,0.6975165627398571
