balls_faced,total_runs,total_extras_seen,avg_runs_per_ball,boundary_rate,dot_ball_rate
56,53,5,0.9464285714285714,0.125,0.4642857142857143
27,20,2,0.7407407407407407,0.037037037037037035,0.4444444444444444
7,2,0,0.2857142857142857,0.0,0.8571428571428571
7,12,0,1.7142857142857142,0.2857142857142857,0.2857142857142857
21,16,1,0.7619047619047619,0.09523809523809523,0.5714285714285714
15,1,3,0.06666666666666667,0.0,0.9333333333333333
26,32,0,1.2307692307692308,0.19230769230769232,0.5
6,4,2,0.6666666666666666,0.0,0.6666666666666666
3,2,0,0.6666666666666666,0.0,0.3333333333333333
1,0,0,0.0,0.0,1.0
1,0,0,0.0,0.0,1.0
23,14,4,0.6086956521739131,0.0,0.5652173913043478
13,6,1,0.46153846153846156,0.07692307692307693,0.7692307692307693
11,12,1,1.0909090909090908,0.09090909090909091,0.5454545454545454
9,4,0,0.4444444444444444,0.0,0.6666666666666666
41,63,0,1.5365853658536586,0.14634146341463414,0.21951219512195122
23,11,0,0.4782608695652174,0.0,0.5652173913043478
8,6,1,0.75,0.125,0.625
9,6,0,0.6666666666666666,0.0,0.3333333333333333
14,20,1,1.4285714285714286,0.14285714285714285,0.21428571428571427
29,46,3,1.5862068965517242,0.2413793103448276,0.4827586206896552
35,18,7,0.5142857142857142,0.05714285714285714,0.6857142857142857
4,2,0,0.5,0.0,0.5
2,1,0,0.5,0.0,0.5
6,8,1,1.3333333333333333,0.3333333333333333,0.6666666666666666
26,21,3,0.8076923076923077,0.038461538461538464,0.4230769230769231
3,0,0,0.0,0.0,1.0
91,107,2,1.1758241758241759,0.16483516483516483,0.4835164835164835
4,2,0,0.5,0.0,0.5
10,7,1,0.7,0.1,0.6
1,0,0,0.0,0.0,1.0
47,34,5,0.723404255319149,0.02127659574468085,0.5106382978723404
56,60,9,1.0714285714285714,0.08928571428571429,0.375
17,8,0,0.47058823529411764,0.0,0.5882352941176471
39,19,11,0.48717948717948717,0.0,0.5641025641025641
29,37,1,1.2758620689655173,0.1724137931034483,0.3793103448275862
1,1,0,1.0,0.0,0.0
36,28,6,0.7777777777777778,0.1111111111111111,0.6111111111111112
5,1,0,0.2,0.0,0.8
23,47,1,2.0434782608695654,0.391304347826087,0.17391304347826086
32,27,1,0.84375,0.0625,0.34375
